n,x1,x2,x3,x4,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35
1,-1,-1,-1,-1,0.0076205,0.2143674,1.4991627,359.2355543000913,9.712453592,-2667.58,35.4214,1679.176,4.45,930.6458,4711.32,-1825.069,966.0658,3665.356,34.99466,80.39198,-17.24984,0.3140741,22.71866,-44.25861,6.43746,61.95192,-76.39432,-28.55184,45.87735,0.2883126,48.14354,74170.64,6599563.0,32485.44,3037953.0,2.206,3545.376,1.776741,6.802263
2,1,-1,-1,-1,0.0076205,0.2663524,2.3531507,391.762547081289,11.562756204000001,-3744.857,50.80046,1904.685,5.54,1162.912,5143.233,-3029.401,1213.705,4108.21,39.45048,91.605,-21.11995,-0.671879,19.08795,-41.10089,10.01952,79.59488,-79.59648,-32.21108,45.24604,0.08292409,60.54268,95386.91,8397280.0,41013.85,2956677.0,1.106695,2627.643,1.566891,5.7326
3,-1,1,-1,-1,0.0092802,0.2190732,2.1554773,343.4042149718544,10.044856008,-3952.848,-244.0509,1927.814,2.51784,1150.967,6937.054,-2054.682,906.9141,6246.727,37.56009,106.1613,-17.59614,0.006785185,12.62605,-65.38663,5.30341,73.65128,-80.55291,-29.38593,56.56898,0.2796352,45.21461,111039.7,6766697.0,37535.55,2958597.0,4.471389,3479.692,1.394873,5.883417
4,1,1,-1,-1,0.0092802,0.2584905,3.5092785,366.4657855262808,12.337795768,-5794.262,-420.2779,1856.538,2.706695,1842.949,9269.551,-3289.391,1422.662,6980.992,47.03015,122.9546,-34.43703,-0.9073822,16.22242,-53.31908,8.65654,83.18623,-105.2376,-39.79462,45.72693,0.04648028,61.8252,167617.2,10354490.0,51205.75,3259544.0,1.55019,2581.313,1.215597,5.835799
5,-1,-1,1,-1,0.0083165,0.2229128,1.6805695,361.73945726860075,9.866306091999999,-3567.08,60.63665,1997.898,6.472393,981.039,7009.865,-1952.54,1041.673,6969.878,35.65534,106.7362,-17.65431,0.2225802,24.51558,-43.57324,7.103716,62.86353,-87.99873,-28.58687,49.66133,0.3153537,58.66986,79217.45,9113063.0,32880.31,3262088.0,3.030935,3556.149,1.620705,5.844505
6,1,-1,1,-1,0.0083165,0.3127027,3.3082281,434.223088223499,11.921180336,-7144.079,-69.19938,2165.653,6.873396,1463.403,10490.13,-4224.341,1394.197,8691.863,44.12664,130.3168,-44.92739,0.4893131,31.69991,-67.29999,11.3521,84.18698,-101.1906,-34.96302,59.85645,0.2702675,81.61225,133935.9,14769870.0,46250.06,3523946.0,1.806499,2554.776,1.387778,4.836671
7,-1,1,1,-1,0.0103073,0.2319396,2.4120214,353.2744885365346,10.235318392000002,-4289.014,-135.3796,2184.195,3.591141,1179.396,8071.16,-2670.898,1044.012,8265.355,38.32409,111.1167,-15.82212,0.1121871,15.94991,-59.49611,4.556339,71.51856,-103.8137,-29.67498,63.9627,0.2989817,52.95457,103095.7,6141797.0,38107.64,2961045.0,5.946839,3451.863,1.420024,5.68515
8,1,1,1,-1,0.0103073,0.339328,5.1795741,453.3155963891445,12.782212152,-6118.825,-382.8782,3006.0,17.06904,2279.148,12890.57,-4891.077,1896.257,10967.29,53.09929,144.2693,-32.36927,-0.2347833,36.11311,-62.44986,10.21751,71.53228,-134.3624,-45.03517,40.27831,0.2428,102.84,198593.0,20750860.0,52456.55,3576837.0,3.773573,2329.97,1.231448,7.020881
9,-1,-1,-1,1,0.0118274,0.2449662,1.8498057,377.7016742485894,11.547543892,-3013.905,46.22579,1845.227,3.617232,943.406,4782.824,-2410.325,989.6319,4023.521,35.8576,82.3089,-21.97223,-0.7597933,19.2515,-45.47932,7.316442,65.83315,-74.41129,-28.37436,45.6087,0.1693507,63.33445,62636.87,5477076.0,32268.89,2868833.0,2.149476,3506.168,1.581269,6.261945
10,1,-1,-1,1,0.0118274,0.2789387,2.4080009,400.0679759723364,14.393629739999998,-3696.452,-76.91343,1985.571,2.256565,1207.246,4812.819,-3249.666,1130.33,4291.917,40.6959,88.64116,-25.25903,-2.779396,20.82587,-32.57486,12.26704,75.61897,-70.70163,-31.47764,49.32964,0.0728671,75.79005,92309.39,7553817.0,42095.26,3031582.0,0.8695275,2592.941,1.400938,5.44934
11,-1,1,-1,1,0.015708299999999998,0.2455835,2.8727149,357.32384978552614,12.323568112,-5349.83,-586.5765,2409.136,5.54117,1502.91,8546.313,-2330.142,934.3258,6726.087,42.3422,117.979,-37.27927,-0.7811164,25.82,-61.51451,7.274965,82.50109,-86.17282,-32.89884,55.1787,0.316965,59.13086,149058.6,8769398.0,41536.15,3155908.0,4.457727,3690.659,1.405392,7.038743
12,1,1,-1,1,0.015708299999999998,0.2133557,2.3891079,319.03532480533335,16.204723724,-3478.629,-539.5,1627.579,2.617494,1647.105,7241.054,-2266.321,1222.848,5952.124,44.38548,108.729,-28.1661,-2.667129,16.93492,-36.88586,8.39834,67.72095,-92.72352,-38.56423,36.79787,0.2735342,42.98835,144011.0,7639021.0,50456.45,3203521.0,1.992826,2138.342,1.285021,5.470959
13,-1,-1,1,1,0.0127947,0.263198,2.2492138,389.38525794445155,11.783683719999999,-4778.478,97.45381,1868.769,5.477871,1118.703,8058.594,-2002.154,1216.156,7481.786,38.45584,114.4077,-22.68523,-0.3290413,22.01424,-54.17403,7.891549,69.95216,-93.27021,-30.0465,50.69563,0.3406308,70.02712,77722.77,8982954.0,33053.57,3307446.0,4.110328,3211.323,1.400143,6.603467
14,1,-1,1,1,0.0127947,0.3201891,3.4157382,436.4379391976883,14.944993476,-5627.815,-112.2205,2681.04,14.35403,1656.596,9661.77,-3651.637,1544.373,7775.292,47.32248,125.299,-47.67554,-2.497509,38.45858,-50.61307,12.8158,77.81709,-102.7569,-36.35276,52.78962,0.2938617,82.50969,121665.3,10512860.0,46983.5,3348911.0,2.586293,2294.001,1.235048,4.831213
15,-1,1,1,1,0.0174475,0.2634302,3.1582962,374.883092157409,12.646005559999999,-5434.293,-334.7691,2087.724,4.552389,1504.42,9755.409,-2309.779,1169.647,9358.288,43.34064,124.9685,-25.60209,-0.6332854,22.79985,-52.59529,6.41498,72.77388,-117.8738,-35.88187,60.6042,0.3396602,69.17805,140584.6,11320400.0,40741.25,3399237.0,5.770487,3983.639,1.451007,6.326782
16,1,1,1,1,0.0174475,0.3867694,5.7926761,446.3,16.957075692000004,-7578.238,-716.039,1991.152,24.74768,2686.47,13362.3,-5274.0,1970.421,10071.77,57.62856,147.7012,-53.8407,-3.014306,41.49086,-55.25338,11.73809,70.45,-141.512,-48.96705,42.56842,0.1739,106.6,178549.8,20655800.0,54986.01,3928653.0,2.308,1870.938,1.116617,4.901406
17,2,0,0,0,0.0102986,0.3542864,4.7152533,469.8698631189634,14.574111576,-6494.484,-439.3657,3739.293,5.459578,1894.583,10754.52,-4193.287,1455.21,7408.405,49.3857,132.468,-33.31,-1.804681,25.2134,-51.01649,12.67445,90.23711,-105.8327,-40.27875,42.31673,0.07406674,98.73505,196827.9,14864160.0,50731.61,3599878.0,1.430523,2392.806,1.26435,5.451572
18,0,-2,0,0,0.0102986,0.2554171,1.9609366,385.9363670057747,12.446,-3518.124,265.5625,1848.237,2.074147,1002.761,4822.125,-2720.349,1268.316,4098.182,36.69092,88.64393,-33.98487,-1.04831,20.07554,-28.92392,9.624303,70.43871,-73.67538,-29.07777,70.43871,0.1174718,59.55447,65411.64,12242000.0,34782.7,3244312.0,1.218394,2567.837,1.498709,5.427483
19,0,2,0,0,0.0199887,0.1813085,2.4282039,281.41006957007954,14.771,-3597.608,-572.8249,1619.658,5.213968,1871.036,8942.366,-2647.615,1298.19,7662.56,45.80097,120.8227,-27.7268,-1.667744,21.30958,-29.95475,4.880731,64.9,-113.7905,-40.4015,52.35854,0.2210665,28.83,191964.4,26201630.0,50084.24,4122623.0,5.396542,2730.198,1.312,6.869571
20,0,0,-2,0,0.0102965,0.2260533,2.1694668,345.66678410066197,12.108003232,-3511.126,-39.29993,1532.0,2.143162,1168.07,4215.454,-2093.862,874.0,4783.992,38.9216,82.93672,-16.3967,-1.467085,12.83916,-42.72961,7.843017,70.90183,-74.82562,-29.13,43.24934,0.06431982,46.90875,104268.2,7935367.0,38706.01,2719279.0,1.08181,3356.331,1.656353,7.990738
21,0,0,2,0,0.012513,0.2379,2.469,373.4,12.729956832,-4404.0,-28.65071,1580.331,7.64,1252.0,6820.0,-1974.258,1195.0,6624.0,39.58,98.5,-18.15068,-1.488116,26.48714,-42.58,7.546,60.62756,-91.4,-32.48,36.26,0.2348504,56.1,78591.69,5796031.0,40118.0,2760204.0,2.560317,2783.312,1.673,8.58085
22,0,0,0,-2,0.0058272,0.210347,2.1751648,334.57260321780774,9.473041964,-3569.988,35.75931,1937.635,5.233365,1264.671,6608.647,-1669.4,1300.419,6359.531,39.82127,103.4424,-11.91917,1.115,17.18782,-60.23082,7.551951,66.23978,-81.8233,-33.54174,44.84259,0.19,42.18193,116047.3,8599250.0,45087.67,3291688.0,1.376174,3047.326,1.499026,5.278794
23,0,0,0,2,0.014977299999999999,0.2698861,3.0920597,379.9261698039812,14.449066495999999,-4862.191,-272.2053,2200.017,10.80412,1748.636,8511.178,-2882.834,1476.417,6709.39,47.87428,117.7221,-29.59227,-1.125115,25.03745,-45.36943,11.2622,73.70331,-92.25856,-38.75268,47.29214,0.3733331,86.2065,105360.7,8612902.0,42854.63,3041138.0,2.878397,2823.326,1.202043,4.389264
24,0,0,0,0,0.0102979,0.2700566,3.358,382.2,12.081507884,-6415.909,-61.43225,2893.077,5.259584,1592.948,9441.548,-3542.331,1531.5,7438.077,44.73794,123.7803,-22.4308,-0.7200706,17.58,-71.21212,8.97478,84.46342,-94.00136,-36.92361,56.49742,0.1618471,67.31207,115915.7,9324601.0,43079.98,3248260.0,1.668248,2808.277,1.306408,5.724399
25,-1,-1,-1,-1,0.007493271970202675,0.214711860362829,1.506823832488506,360.2031527778105,9.702406477168573,-2637.631984504983,34.15948422621251,1686.269268395992,4.253559440456149,928.5015103597386,4693.328049319974,-1811.901450936671,956.7553458375701,3688.067226791973,34.97315173525249,80.34868649591087,-17.25272545383283,0.323184478808081,22.63309406425298,-43.8081142072966,6.481789473322305,61.87675478241395,-76.21691091651107,-28.44365488954663,45.75641251195709,0.2856223790784421,48.4590282302642,76134.29122773884,6819340.30851054,32544.68967957557,3042572.447379258,2.202242465921506,3549.094124582235,1.776517987046061,6.848232699327371
26,1,-1,-1,-1,0.007683219356626494,0.2654139080984823,2.337009779718198,390.5865618048928,11.54629590318866,-3787.130663336671,53.27119423104972,1886.347339126297,5.488939964488623,1162.227602242692,5146.577980394351,-3029.136768691907,1211.951100689221,4109.287105893812,39.45462168483587,91.70991765929418,-21.02398134270859,-0.6454463665673132,18.88431744468286,-41.44376748002541,9.993540040887323,79.88427959840563,-79.46326633164,-32.19810352206668,45.26750815862211,0.08600336777319444,60.51293996155129,94378.42527409155,8360427.210729964,40780.84122267806,2948054.135389145,1.10467174958534,2644.621327325574,1.568010549824562,5.766951162666948
27,-1,1,-1,-1,0.009246357297073852,0.219456950673837,2.164356869373079,343.9570744405315,10.05935124828217,-3961.624045474877,-243.2995526076473,1939.674145364718,2.458805098438654,1151.861311484635,6943.600622059608,-2062.492454893522,908.5908192163683,6246.94215407213,37.59766922386734,106.1599705973486,-17.52166881978815,0.00662800226398334,12.60566479956499,-65.34301230717325,5.332107587220613,73.74957207353557,-80.61540679157146,-29.43665182468508,56.45346943656887,0.2780854477416043,45.42660148015658,111366.7180238016,6757638.2332644,37607.93745235087,2957167.521251498,4.449926666529188,3479.445603383804,1.396007884337399,5.882743574606294
28,1,1,-1,-1,0.009014752807282356,0.2580746644291105,3.495742058748658,366.4929877479038,12.29027457339361,-5779.652121626492,-418.6172413541609,1885.127527805331,2.634596625347975,1833.820692493495,9274.448817942164,-3301.085214028936,1422.282753343025,6962.779018288078,46.85028088021537,123.2066797293455,-34.50976667854342,-0.8837202242700959,16.23040396546705,-53.71966949603101,8.638324655750818,83.4898443412444,-104.8384873716188,-39.70365244129981,45.76831941924912,0.0455107600869139,60.66941763950091,168803.5264137926,10446666.19016445,51394.94558171802,3271334.345413276,1.507500535905802,2535.851027380376,1.218545348337245,5.836571087360996
29,-1,-1,1,-1,0.008466875213444022,0.2239766548707017,1.717817169200148,361.4129453266657,9.915934878708565,-3648.040218040225,61.1309980788389,2004.138612937455,6.263853485691816,996.8435182653393,7107.21713528337,-1996.356988709064,1057.030474221634,7073.390113536953,35.92525956773408,107.6133800978361,-17.3343733662635,0.2189980254265378,23.95833701326523,-44.21029441155039,7.128568584733415,63.42900950822082,-88.9717585062598,-28.88921864502771,50.18560270223497,0.3103504572698747,59.23207400655727,80428.16488910084,9268090.640110219,33098.44037814423,3282506.195824537,3.034801775967484,3570.273974106098,1.608035105618161,5.76108018566706
30,1,-1,1,-1,0.008336815700951702,0.3101606831899493,3.291275089746206,435.2482725867235,11.96881087608776,-7196.07790511943,-71.24682244251719,2228.455091073376,6.668433752738725,1454.380197993716,10596.02304703913,-4148.075048170963,1377.264129849473,8785.935225207673,44.12454754088598,130.8575354883101,-44.54857584869348,0.5041826295571459,32.4990872717487,-67.80403361901229,11.4255927677816,83.79088332688544,-100.2255309409106,-34.89103742884679,58.36213329072145,0.2805595088412677,81.4679722868998,136353.408996136,14972514.08015335,46508.1996685261,3525545.541183825,1.806624214727596,2580.612795499275,1.401769518219608,5.049626721257992
31,-1,1,1,-1,0.01047397363529547,0.2324254967872857,2.422851257272419,353.6918333057476,10.28809675886898,-4321.098552535727,-139.6853456492469,2186.222281035734,3.546584469300049,1181.602608758956,8119.030311121714,-2664.576461013384,1041.544714037803,8336.597673670047,38.38589273961322,111.5881916169639,-15.81628994003154,0.1066589825399825,15.96035054510723,-59.53050709883124,4.571141124299612,71.70594467071798,-104.1543628381718,-29.70483396580801,63.87346973216694,0.3035352982992075,53.43438636597504,103512.5861416435,6106240.310766075,38095.46917678045,2954607.209615016,6.008989587176079,3461.480517690855,1.418661401834316,5.722039506459516
32,1,1,1,-1,0.01049949784575801,0.3367825683630959,5.153352725558889,449.5968906353501,12.83546568699649,-6048.884553985017,-386.8034024162809,2973.624711280892,17.3976040614695,2282.017145047645,12840.8291329359,-4777.022622853507,1896.272514292142,10984.30692685805,53.09392739720786,144.1949922921685,-31.86786145443269,-0.2451637833680614,35.85943346784936,-62.2100494179728,10.17797860452561,70.21898351934627,-133.6353544725265,-45.0860887156169,40.31001418798331,0.2546047071614618,102.7944630940334,195011.8811103018,20308113.31077909,52162.10106673674,3561930.585346391,3.740385836853731,2361.773360877452,1.226227530399926,6.844994730393091
33,-1,-1,-1,1,0.01196615488941544,0.2469478662437625,1.89017734366552,379.3840872986628,11.61479616415846,-2977.449948253957,44.77654852646564,1886.780824430919,3.54630291609749,949.101501742569,4793.430783518654,-2464.164907036307,998.0522343540486,4081.943095064789,35.96660429035548,82.31076656725709,-21.64278090994116,-0.7951045282814329,19.1278452046253,-45.06352924154249,7.360708373331327,65.87089594186169,-75.18400860721958,-28.49787172453645,46.0491105691464,0.1658125171076275,64.19440625776764,63764.4983690852,5479211.925841322,32503.5416187649,2868812.629696957,2.198081252659266,3494.942708779254,1.576459460892364,6.197014661913054
34,1,-1,-1,1,0.01166762352087697,0.2806921801404535,2.4423396746201,402.2761440779202,14.29230668909283,-3807.566934607488,-76.11557427802293,1977.942563698479,2.197944847658665,1211.957324853624,4950.504808480704,-3281.943885495169,1135.208848041648,4397.504395677727,40.80171560704128,89.4662591897191,-25.46590897856588,-2.665530031026632,20.98290775835089,-33.42386368787336,12.28881859641719,75.8662649177574,-71.561515983367,-31.62897937495646,49.15850681053079,0.07533643796350052,77.04082151638097,93007.38220017162,7584192.492755465,42104.15740698965,3033532.18737573,0.8419176373584129,2622.929934944594,1.404945716910097,5.442935417807672
35,-1,1,-1,1,0.01564584941910528,0.2488156618238158,2.853918835037181,361.5518287661954,12.27927117155965,-5254.832540742844,-563.952756456289,2419.978757455602,5.736181143749027,1481.725418390641,8403.570898383601,-2382.254318368452,943.6543272660292,6520.700558206601,42.05182775299465,116.578006413473,-37.38341934404926,-0.7641080634190279,26.22969529806815,-59.98683403106962,7.4114003083595,82.03652169724388,-85.34536364876759,-32.69621530498167,55.63466346225771,0.3143302008751395,61.12469838253481,144689.5969445259,8937907.11564504,40729.11824615341,3168113.694620157,4.397924088528316,3678.81733011239,1.411735133591983,6.949795921066271
36,1,1,-1,1,0.01555302094603981,0.2147875268375633,2.349985346353865,321.3493813643285,16.25623552094382,-3385.649117055177,-540.292124740077,1643.355628905704,2.598132829054543,1622.713078334969,7058.806075683769,-2253.433725265088,1201.402908557726,5723.130157745143,44.0567732693055,107.797463624575,-29.03471722794779,-2.769995689692594,16.924925738666,-35.9434918939932,8.556114073630122,68.16739958279626,-90.42579908482614,-38.06978691403386,37.0672083104169,0.2728027129692397,43.48576951874165,141639.3446462558,7318017.138519567,49918.71795228157,3173396.351140898,1.969045215117273,2110.23886544809,1.276430083092243,5.428851905040561
37,-1,-1,1,1,0.01292690712673498,0.2620489484598782,2.21166026112515,389.0867753743301,11.76951014004418,-4695.635692813279,94.26541751433437,1811.076442597645,5.629619986751876,1097.119353221966,7908.564757607328,-1937.955465539897,1181.477890350162,7517.806393026712,38.23511849530124,112.8479970269951,-22.39919238963686,-0.3147876226640713,22.72719568987008,-54.35973791659885,7.802510296375242,69.13988611701502,-92.92648409320206,-29.68099450824897,50.31331840685834,0.3523064010172649,69.32439509900878,78006.36398681405,8991345.74532334,32952.30561914171,3282732.877089632,4.26808303082757,3280.829558430115,1.428744149115644,6.832809020198082
38,1,-1,1,1,0.01333437384451304,0.3240972418482526,3.414249462906679,440.6249785682427,15.13335257459582,-5751.223386560899,-117.8089104743451,2699.392816150808,14.21725694782901,1636.847512248445,9716.387136307927,-3635.324668091946,1518.900632218651,7788.90673701406,47.18060666944816,125.6570331037124,-49.00116900418804,-2.589432688298861,39.22397253367821,-50.23286025020261,12.94617240926019,78.48043623016146,-102.8008857186846,-36.05672820340076,53.88377511741134,0.3080808944339777,84.32656249217074,120058.0119769787,10446737.01592169,46204.15775390289,3361342.793581398,2.694938435767368,2370.091374056262,1.24697183300598,4.8608395359058
39,-1,1,1,1,0.01754848456055181,0.2657932398956526,3.177335226134257,376.8337039428507,12.58513147346025,-5438.147779156074,-319.9345887021349,2069.340787196639,4.665867755415895,1496.771180227345,9747.614882606204,-2314.687831700019,1178.07751440702,9361.937927596979,43.20512837250931,124.8092845565357,-25.41200235646002,-0.6337334559888318,22.6914007190161,-51.85202044808432,6.330501830864296,72.49062161947974,-118.6135925442455,-35.7935806617044,61.52437626646196,0.3305503605497418,70.3220137426522,137796.2221232876,11502678.28880608,40208.84893733439,3413741.028290889,5.890235871802339,4012.790336327781,1.447832066709741,6.280979746436905
40,1,1,1,1,0.01813423158180929,0.3833535752235699,5.762341366416895,439.8612574020921,17.44703274892169,-7595.324279494432,-737.7309020680924,1931.914615605174,24.59663812678079,2726.635739081701,13509.40645336886,-5179.639809874169,1989.55382791886,10060.18716604324,58.07978359745151,149.2865252750212,-54.80823592113232,-3.154586743685784,40.95111623239475,-53.90038763556844,11.64033115879249,70.19915040296715,-142.4468300735508,-49.52409628292981,41.79952820318708,0.1823084046839866,104.7108642771063,181229.6656435925,21582703.93200069,55271.41263824502,4010191.134877045,2.401991383222685,1789.036774393763,1.083371315392143,4.904168496387523
41,2,0,0,0,0.01014147753774315,0.3565618182472398,4.725871706847256,471.8746589637629,14.53127681076564,-6593.236829270643,-428.0960030002466,3700.954478595389,5.597443737628057,1881.734198128438,10745.97196342115,-4194.169000072196,1447.107491791627,7441.352029128477,49.26997033694175,132.3307519331839,-33.77796493576307,-1.804683757718335,25.51719433116418,-51.3320183221149,12.71245039637783,90.41269256541875,-105.8622430823283,-40.05619255215664,43.02512022234216,0.07086159662739407,98.76764212594524,194948.1140649991,14786185.56410872,50661.91929462573,3589549.762442886,1.419827200298369,2401.675439228704,1.275752489274848,5.452064226413976
42,0,-2,0,0,0.01008156942038166,0.2556341648330772,1.95875018182081,387.2330002556967,12.40006834155063,-3560.742725015002,268.778692463828,1901.212153208686,2.087705484909782,996.380259969694,4907.988968274001,-2702.972881277745,1268.952236024527,4127.138624108497,36.6528408067397,89.28872173716807,-34.01431838977349,-1.025506915303656,20.3939934867907,-29.71278863823757,9.647549850797835,70.73527521320533,-73.5619919996983,-29.0319591909535,70.23616350474718,0.1231838571618304,59.47382036883064,65680.52716645578,12061150.70269983,34799.93107059514,3245957.455451454,1.227671400031067,2571.826811737795,1.499927025453692,5.429253919978362
43,0,2,0,0,0.0200062202782857,0.18288107859648,2.452571770612093,284.5537813753054,14.70218429295286,-3637.380496182025,-556.0572508765114,1631.753651520876,5.137227022705175,1857.331343234222,8936.674984557065,-2594.136028180246,1290.063173795216,7733.193808890227,45.69483142242508,120.4788621953169,-27.32950226956683,-1.594459872062017,21.57683158314594,-30.25095131020431,4.920447141567481,64.45488349833191,-113.7584043791537,-40.27711924875911,51.90206588532204,0.2231174709420471,30.04981313513695,191690.2655154028,26260843.71750966,49664.18255117547,4114759.58107238,5.319615685357293,2803.04804109006,1.336388123970902,7.034910441893165
44,0,0,-2,0,0.01027457985311384,0.2262763657560258,2.162956461379515,345.5574451371256,12.12030540030997,-3427.821234283471,-41.25173294387334,1551.347985547935,2.231569950202466,1164.596400852463,4108.101756367637,-2122.090550916813,872.9597595374161,4664.752402773134,38.86525904615328,81.85849850633221,-15.85391741010009,-1.494791810656865,12.72781931819811,-42.98127554005347,7.847245631942864,70.63857029009617,-73.93989942580943,-29.07654793308444,43.23680372645061,0.06315078008361191,46.87696256277671,103228.2195564955,7798086.989841351,38688.92162485544,2714780.742016509,1.068108154901438,3343.686894000507,1.654789286745996,7.922688027476888
45,0,0,2,0,0.01274037350901963,0.23963868192455,2.499258260694604,374.9886679610463,12.76433733858674,-4497.864182022558,-29.28345240151482,1568.75342667829,7.617009616358039,1257.73485444378,6909.961939658233,-1946.260536582747,1194.184521091104,6696.369563338668,39.73028202092004,99.12413733057984,-18.39989128073293,-1.444683145522787,26.56512349321484,-42.76459587642934,7.585095217500786,60.77149467303661,-91.8103738964957,-32.5540579860878,36.35299502316204,0.2400597874194861,57.40209283895756,78606.11005468178,5920729.840655786,39926.13918936811,2763679.706206454,2.622288094063154,2823.802732966095,1.671743592782099,8.603693669577833
46,0,0,0,-2,0.005737691179452741,0.2122768047748635,2.206920282437106,336.2323821931328,9.402432959485433,-3627.731112037613,33.98076561968651,1935.66824517827,5.311080656895728,1268.03167719865,6644.271501359877,-1704.523096986438,1297.975368755378,6352.888761821465,39.85951701966189,103.5439403635679,-11.85309952618584,1.142832240694034,17.03892444715639,-60.89040346195667,7.511969959857265,66.61585739779416,-82.20372543019967,-33.55398449794374,44.82292396067096,0.1883192224417958,42.85360730614173,115938.2245521259,8582346.313297924,44847.41534508254,3283349.804339888,1.386168964601755,3071.357011173045,1.502287066342993,5.297363304338583
47,0,0,0,2,0.0152397444661789,0.2724637989656967,3.096695988643266,381.7368406109825,14.47524698932962,-4825.579020397231,-276.261211225958,2209.610487333284,11.15128117141163,1742.300266493745,8494.080767728334,-2879.923836025797,1473.770998721878,6592.281920119708,47.75815276097644,117.2539404877081,-29.28196766992601,-1.124786135602148,25.13288841466462,-45.57791346543826,11.17861070944314,73.38835447057393,-92.47898796650837,-38.76228777141307,47.63668462653685,0.3849346818012535,86.81904553354502,103122.3397093431,8627661.92364218,42183.15588565685,3062420.006244083,2.972061483530604,2853.812909915889,1.210045646182203,4.266029293923831
48,0,0,0,0,0.01035628614189795,0.2703357295669169,3.345384469468308,382.6726138035151,12.15008479235061,-6357.230381786999,-59.01360764386477,2885.190002488016,5.497449805058728,1591.694150153269,9377.112152009782,-3527.077752300115,1534.86030922439,7406.347755415358,44.78778988617449,123.3461408413411,-22.66150506109194,-0.7559223207368997,17.93190876335583,-70.78342779364448,9.098175624582245,84.20948031881629,-93.66447688371494,-36.91635783081894,56.2988278275383,0.1681075506812438,67.59700149824678,114751.116365221,9051857.539665522,43159.79149603426,3229874.573558363,1.659743810865548,2790.788605957321,1.304791257183072,5.686670865040909
49,-1,-1,-1,-1,0.007732081955475889,0.211334048558533,1.449947543930721,355.4711479265135,9.737510162806625,-2607.235674314804,35.9099833310796,1624.413317209263,4.418299888780566,925.5588730294825,4621.891598413305,-1772.405743005598,963.2126836118999,3597.248300705261,34.8441774146884,79.77256392752693,-16.6485536543464,0.3213992470117572,22.20426843128125,-44.11938151241061,6.271356037038195,61.51046453454276,-76.0853970806029,-28.51281274053989,45.43608612503583,0.2924651621196414,46.82377684093608,72178.8503934373,6487147.783338089,32241.63930479599,3030971.439108428,2.232502137344341,3530.703371195733,1.778095132061233,6.843931409229763
50,1,-1,-1,-1,0.007564693768967335,0.2674103832902434,2.347155169114311,391.8333405710115,11.55127096317363,-3734.64426042087,48.94180444836095,1888.899198960119,5.612192405751123,1157.064453084939,5097.763383663349,-3060.009999091757,1205.999970471094,4103.106991887919,39.38292954942561,91.4246110122418,-21.30554546900025,-0.6883902409719648,19.0312503834654,-41.78328390593919,10.04628475046085,79.86550552892456,-79.12038752552812,-32.05647745405688,45.46849274703568,0.07970559274487792,60.28431942270493,95498.07004004224,8390913.748471444,41133.39812152385,2956941.957553898,1.114628261513545,2619.729339078865,1.56188084432937,5.683501100141253
51,-1,1,-1,-1,0.009258310694226335,0.2194443482496105,2.1674101480855,343.9580219033765,10.04707981943698,-3970.980470640543,-244.6597230449258,1943.576363441746,2.531977330857212,1154.945713607381,6971.916356111868,-2071.375236391201,911.4390445795974,6262.158540242689,37.61599915302343,106.449974626907,-17.64193637828566,0.006878260328178698,12.70880911139352,-65.47851368839035,5.329497793062274,73.8199929127968,-80.6077742399224,-29.4451481900842,56.52804555064318,0.2786336147755483,45.47180622627312,111569.9865904126,6851087.632455077,37595.4856183084,2961989.692122796,4.475510641728891,3474.126428873373,1.392434488115104,5.899218454963877
52,1,1,-1,-1,0.009224149548208552,0.2596895990008092,3.5603790208043,367.6119811183551,12.33939135910505,-5778.435714837358,-433.8671470127965,1909.552365320638,2.66161166670592,1857.790827867991,9315.796369198706,-3296.110215173926,1419.497288721707,7027.044713821378,47.28190417440279,123.2908606061054,-33.7445723843259,-0.8779511837787972,15.94907923344118,-53.84679308796099,8.68846226107962,83.56475206122279,-105.6252107167815,-39.9815617777362,44.85318290551156,0.04620272891436192,62.50729096036222,171389.38913836,10374824.92633132,51532.36353159202,3253784.420964164,1.581077186747083,2601.257564245755,1.212863995613862,5.856167498286506
53,-1,-1,1,-1,0.008098225213724554,0.2235210333940073,1.721318678517457,362.7458786509907,9.844838382847197,-3555.374240132512,60.54432817214272,2057.581116718929,6.452971524039653,991.8684039498193,7066.19804682505,-1970.96317295037,1053.197163481518,7025.026867986211,35.78330437801154,107.1857890716942,-16.89283150032452,0.2303456069783978,24.43892113547795,-43.81829402021903,7.146470066547692,62.85466772919609,-88.18478528168347,-28.77483102217557,48.84056562947352,0.3089810601550603,58.78367909733854,81861.89234535334,9260756.667061416,33286.56563078409,3269390.421642336,2.965364362850532,3527.815889356564,1.620240860015479,5.895802977976301
